"submitted_problem_id","participant_id","problem_id","time_started","seconds_on_problem","completed","interventions_available","interventions_used"
"6359","265","2","2018-08-31 10:32:52","601.685","1","0","0"
"6360","269","2","2018-08-31 10:32:53","601.286","1","0","0"
"6361","263","2","2018-08-31 10:32:52","605.332","1","0","0"
"6362","259","2","2018-08-31 10:38:48","251.068","1","0","0"
"6363","271","2","2018-08-31 10:32:43","615.607","1","0","0"
"6364","261","2","2018-08-31 10:42:56","4.81482","1","0","0"
"6365","261","2","2018-08-31 10:43:02","1.28168","1","0","0"
"6366","260","2","2018-08-31 10:32:54","618.695","1","0","0"
"6367","270","3","2018-08-31 10:44:47","29.5548","1","0","0"
"6368","261","3","2018-08-31 10:44:46","33.6878","1","0","0"
"6369","267","3","2018-08-31 10:44:47","35.2855","1","0","0"
"6370","261","3","2018-08-31 10:45:21","37.5188","1","0","0"
"6371","272","3","2018-08-31 10:44:52","91.1476","1","0","0"
"6372","267","3","2018-08-31 10:45:24","86.517","1","0","0"
"6373","270","3","2018-08-31 10:45:46","87.8484","1","0","0"
"6374","271","3","2018-08-31 10:44:52","186.344","1","0","0"
"6375","266","3","2018-08-31 10:44:46","199.005","1","0","0"
"6376","272","3","2018-08-31 10:46:50","76.0894","1","0","0"
"6377","260","3","2018-08-31 10:44:48","211.068","1","0","0"
"6378","272","3","2018-08-31 10:48:07","36.2531","1","0","0"
"6379","270","3","2018-08-31 10:47:15","118.653","1","0","0"
"6380","261","3","2018-08-31 10:46:43","154.872","1","0","0"
"6381","261","3","2018-08-31 10:49:20","2.03351","1","0","0"
"6382","261","3","2018-08-31 10:49:23","0.733826","1","0","0"
"6383","259","3","2018-08-31 10:44:47","290.737","1","0","0"
"6384","271","3","2018-08-31 10:48:00","97.6281","1","0","0"
"6385","268","3","2018-08-31 10:44:48","296.235","1","0","0"
"6386","272","3","2018-08-31 10:48:45","67.5074","1","0","0"
"6387","270","3","2018-08-31 10:49:15","49.3979","1","0","0"
"6388","272","3","2018-08-31 10:49:54","14.7284","1","0","0"
"6389","270","3","2018-08-31 10:50:05","72.7402","1","0","0"
"6390","258","3","2018-08-31 10:44:46","432.382","1","0","0"
"6391","270","3","2018-08-31 10:52:15","70.4068","1","0","0"
"6392","259","3","2018-08-31 10:49:39","239.524","1","0","0"
"6393","270","3","2018-08-31 10:53:27","87.8825","1","0","0"
"6394","259","3","2018-08-31 10:53:40","76.6692","1","0","0"
"6395","269","3","2018-08-31 10:44:46","611.716","1","0","0"
"6396","270","3","2018-08-31 10:54:57","3.31519","1","0","0"
"6397","265","3","2018-08-31 10:44:47","614.198","1","0","0"
"6398","262","3","2018-08-31 10:44:49","613.112","1","0","0"
"6399","263","3","2018-08-31 10:44:48","614.23","1","0","0"
"6400","270","3","2018-08-31 10:55:02","1.44965","1","0","0"
"6401","266","3","2018-08-31 10:48:06","418.188","1","0","0"
"6402","264","3","2018-08-31 10:44:47","617.131","1","0","0"
"6403","270","3","2018-08-31 10:55:04","0.849792","1","0","0"
"6404","258","3","2018-08-31 10:52:00","186.578","1","0","0"
"6405","260","3","2018-08-31 10:48:20","426.568","1","0","0"
"6406","270","4","2018-08-31 10:56:43","25.5397","1","0","0"
"6407","267","4","2018-08-31 10:56:46","42.9835","1","0","0"
"6408","272","4","2018-08-31 10:56:48","59.8613","1","0","0"
"6409","267","4","2018-08-31 10:57:31","58.1119","1","0","0"
"6410","272","4","2018-08-31 10:57:49","48.998","1","0","0"
"6411","270","4","2018-08-31 10:57:12","101.777","1","0","0"
"6412","272","4","2018-08-31 10:58:40","17.3757","1","0","0"
"6413","272","4","2018-08-31 10:58:58","10.7454","1","0","0"
"6414","272","4","2018-08-31 10:59:10","5.03076","1","0","0"
"6415","271","4","2018-08-31 10:56:46","157.621","1","0","0"
"6416","259","4","2018-08-31 10:56:45","180.706","1","0","0"
"6417","271","4","2018-08-31 10:59:25","40.6","1","0","0"
"6418","266","4","2018-08-31 10:56:44","209.769","1","0","0"
"6419","267","4","2018-08-31 10:58:31","136.597","1","0","0"
"6420","259","4","2018-08-31 10:59:47","90.6981","1","0","0"
"6421","270","4","2018-08-31 10:59:41","104.826","1","0","0"
"6422","268","4","2018-08-31 10:56:46","314.813","1","0","0"
"6423","270","4","2018-08-31 11:01:27","39.6683","1","0","0"
"6424","261","4","2018-08-31 10:56:44","338.403","1","0","0"
"6425","270","4","2018-08-31 11:02:09","35.5034","1","0","0"
"6426","259","4","2018-08-31 11:01:19","171.282","1","0","0"
"6427","271","4","2018-08-31 11:00:09","249.971","1","0","0"
"6428","270","4","2018-08-31 11:03:55","36.1031","1","0","0"
"6429","260","4","2018-08-31 10:56:45","494.459","1","0","0"
"6430","270","4","2018-08-31 11:04:34","75.0376","1","0","0"
"6431","270","4","2018-08-31 11:05:50","1.0838","1","0","0"
"6432","270","4","2018-08-31 11:05:52","0.965759","1","0","0"
"6433","270","4","2018-08-31 11:05:54","0.815796","1","0","0"
"6434","270","4","2018-08-31 11:06:16","1.04974","1","0","0"
"6435","270","4","2018-08-31 11:06:18","0.783813","1","0","0"
"6436","270","4","2018-08-31 11:06:20","0.71582","1","0","0"
"6437","270","4","2018-08-31 11:06:21","0.98175","1","0","0"
"6438","258","4","2018-08-31 10:56:44","579.742","1","0","0"
"6439","270","4","2018-08-31 11:06:23","1.14972","1","0","0"
"6440","264","4","2018-08-31 10:56:44","599.018","1","0","0"
"6441","266","4","2018-08-31 11:00:14","389.083","1","0","0"
"6442","262","4","2018-08-31 10:56:44","600.667","1","0","0"
"6443","265","4","2018-08-31 10:56:44","600.435","1","0","0"
"6444","269","4","2018-08-31 10:56:43","603.337","1","0","0"
"6445","263","4","2018-08-31 10:56:44","606.581","1","0","0"
"6446","259","4","2018-08-31 11:04:11","162.938","1","0","0"
"6447","260","4","2018-08-31 11:05:01","118.519","1","0","0"
"6448","261","7","2018-08-31 11:08:12","31.1564","1","0","0"
"6449","272","7","2018-08-31 11:08:15","56.3943","1","0","0"
"6450","270","7","2018-08-31 11:08:13","63.0586","1","0","0"
"6451","272","7","2018-08-31 11:09:13","13.8785","1","0","0"
"6452","271","7","2018-08-31 11:08:14","73.438","1","0","0"
"6453","260","7","2018-08-31 11:08:15","87.0167","1","0","0"
"6454","261","7","2018-08-31 11:09:07","36.4031","1","0","0"
"6455","271","7","2018-08-31 11:09:29","34.1716","1","0","0"
"6456","270","7","2018-08-31 11:09:18","48.982","1","0","0"
"6457","271","7","2018-08-31 11:10:04","27.6052","1","0","0"
"6458","272","7","2018-08-31 11:09:29","72.1223","1","0","0"
"6459","267","7","2018-08-31 11:08:16","156.956","1","0","0"
"6460","272","7","2018-08-31 11:10:42","12.211","1","0","0"
"6461","268","7","2018-08-31 11:08:16","159.455","1","0","0"
"6462","261","7","2018-08-31 11:09:44","84.0014","1","0","0"
"6463","261","7","2018-08-31 11:11:10","16.46","1","0","0"
"6464","272","7","2018-08-31 11:10:56","52.3792","1","0","0"
"6465","261","7","2018-08-31 11:11:30","26.9074","1","0","0"
"6466","271","7","2018-08-31 11:10:33","109.441","1","0","0"
"6467","266","7","2018-08-31 11:08:16","301.816","1","0","0"
"6468","270","7","2018-08-31 11:10:08","195.658","1","0","0"
"6469","268","7","2018-08-31 11:11:56","105.276","1","0","0"
"6470","263","7","2018-08-31 11:08:17","352.398","1","0","0"
"6471","267","7","2018-08-31 11:10:54","227.06","1","0","0"
"6472","270","7","2018-08-31 11:13:25","94.0309","1","0","0"
"6473","270","7","2018-08-31 11:15:00","11.1953","1","0","0"
"6474","270","7","2018-08-31 11:15:33","2.24945","1","0","0"
"6475","270","7","2018-08-31 11:15:37","1.88355","1","0","0"
"6476","270","7","2018-08-31 11:15:39","2.03351","1","0","0"
"6477","270","7","2018-08-31 11:15:42","22.4925","1","0","0"
"6478","270","7","2018-08-31 11:16:08","18.9414","1","0","0"
"6479","258","7","2018-08-31 11:08:12","530.595","1","0","0"
"6480","270","7","2018-08-31 11:17:26","1.96558","1","0","0"
"6481","270","7","2018-08-31 11:17:29","14.6943","1","0","0"
"6482","269","7","2018-08-31 11:08:13","583.66","1","0","0"
"6483","259","7","2018-08-31 11:08:14","588.307","1","0","0"
"6484","260","7","2018-08-31 11:09:43","503.739","1","0","0"
"6485","270","7","2018-08-31 11:17:44","24.242","1","0","0"
"6486","270","7","2018-08-31 11:18:10","4.14899","1","0","0"
"6487","270","7","2018-08-31 11:18:15","0.781799","1","0","0"
"6488","262","7","2018-08-31 11:08:18","599.12","1","0","0"
"6489","264","7","2018-08-31 11:08:14","606.601","1","0","0"
"6490","266","7","2018-08-31 11:13:19","303.434","1","0","0"
"6491","265","7","2018-08-31 11:08:13","609.564","1","0","0"
